ProductID,DepartmentID,ProductCode,ProductName,Description,UnitPrice,Brand,ManufacturingDate
1468,1,P001468,LG Monitor Stand 1468,LG Monitor Stand monitor sold in Saudi Arabia,5165.33,LG,11/25/2017
1469,5,P001469,Xiaomi Redmi Note 1469,Xiaomi Redmi Note smartphone sold in Saudi Arabia,6794.94,Xiaomi,3/10/2018
1470,4,P001470,IKEA BILLY Bookcase 1470,IKEA BILLY Bookcase furniture sold in Saudi Arabia,11791.8,IKEA,2/12/2025
1471,3,P001471,Dell Inspiron 16 Laptop 1471,Dell Inspiron 16 Laptop laptop sold in Saudi Arabia,1735.21,Dell,2/27/2023
1472,5,P001472,Nike Dunk Low Shoes 1472,Nike Dunk Low Shoes footwear sold in Saudi Arabia,8419.64,Nike,8/23/2024
1473,3,P001473,Adidas Training Pants 1473,Adidas Training Pants apparel sold in Saudi Arabia,3015.22,Adidas,3/31/2020
1474,3,P001474,Huawei FreeBuds Pro 1474,Huawei FreeBuds Pro wireless earbuds sold in Saudi Arabia,5515.24,Huawei,6/16/2018
1475,4,P001475,Adidas Hoodie 1475,Adidas Hoodie apparel sold in Saudi Arabia,3039.61,Adidas,2/19/2026
1476,5,P001476,Huawei FreeBuds SE 1476,Huawei FreeBuds SE wireless earbuds sold in Saudi Arabia,10154.37,Huawei,5/11/2021
1477,1,P001477,Lenovo Smart Clock 1477,Lenovo Smart Clock product sold in Saudi Arabia,5848.02,Lenovo,1/23/2023
1478,2,P001478,Philips Coffee Maker 1478,Philips Coffee Maker kitchen or home appliance sold in Saudi Arabia,6545.42,Philips,10/13/2016
1479,1,P001479,Samsung Odyssey G7 Monitor 1479,Samsung Odyssey G7 Monitor monitor sold in Saudi Arabia,9095.96,Samsung,5/1/2024
1480,4,P001480,HP Envy x360 Laptop 1480,HP Envy x360 Laptop laptop sold in Saudi Arabia,6460.64,HP,5/23/2025
1481,1,P001481,Apple AirPods Max 1481,Apple AirPods Max wireless earbuds sold in Saudi Arabia,10611.13,Apple,8/27/2016
1482,3,P001482,Adidas Windbreaker Jacket 1482,Adidas Windbreaker Jacket apparel sold in Saudi Arabia,1377.94,Adidas,8/30/2022
1483,3,P001483,Xiaomi Redmi 13C 1483,Xiaomi Redmi 13C smartphone sold in Saudi Arabia,9463.17,Xiaomi,8/12/2023
1484,2,P001484,Apple HomePod mini 1484,Apple HomePod mini audio device sold in Saudi Arabia,1084.23,Apple,10/17/2025
1485,1,P001485,HP Pavilion 15 Laptop 1485,HP Pavilion 15 Laptop laptop sold in Saudi Arabia,3175.92,HP,5/14/2024
1486,3, P001486 ,Panasonic Microwave Oven 1486,Panasonic Microwave Oven microwave oven sold in Saudi Arabia,10221.3,Panasonic,9/16/2016
1487,1,P001487,LG Remote Control 1487,LG Remote Control computer accessory sold in Saudi Arabia,993.11,LG,3/13/2025
1488,4,P001488,Canon Camera Bag 1488,Canon Camera Bag camera sold in Saudi Arabia,489.7,Canon,10/20/2019
1489,2,P001489,Sony DualSense Controller 1489,Sony DualSense Controller gaming device sold in Saudi Arabia,8110.26,Sony,2/8/2017
1490,4,P001490,Apple TV 4K 1490,Apple TV 4K television sold in Saudi Arabia,3657.39,Apple,8/8/2024
1491,4,P001491,Canon Tripod Grip 1491,Canon Tripod Grip camera or printer accessory sold in Saudi Arabia,3636.99,Canon,3/29/2020
1492,2,P001492,HP Pavilion Plus 14 Laptop 1492,HP Pavilion Plus 14 Laptop laptop sold in Saudi Arabia,6141.76,HP,12/26/2023
1493,5,P001493,HP EliteBook 840 Laptop 1493,HP EliteBook 840 Laptop laptop sold in Saudi Arabia,4844.35,HP,8/18/2021
1494,2,P001494,Canon Battery Pack 1494,Canon Battery Pack camera or printer accessory sold in Saudi Arabia,3427.56,Canon,3/28/2026
1495,5,P001495,IKEA KALLAX Shelf Unit 1495,IKEA KALLAX Shelf Unit furniture sold in Saudi Arabia,11707.07,IKEA,1/23/2026
1496,5,P001496,Panasonic Rice Cooker 1496,Panasonic Rice Cooker kitchen or home appliance sold in Saudi Arabia,3349.82,Panasonic,8/26/2023
1497,5,P001497,Lenovo ThinkPad X1 Carbon 1497,Lenovo ThinkPad X1 Carbon laptop sold in Saudi Arabia,6314.52,Lenovo,12/4/2018
1498,2,P001498,Huawei FreeClip Earbuds 1498,Huawei FreeClip Earbuds wireless earbuds sold in Saudi Arabia,11323.56,Huawei,7/9/2025
1499,3,P001499,Dell Latitude 5440 Laptop 1499,Dell Latitude 5440 Laptop laptop sold in Saudi Arabia,8102.57,Dell,7/1/2016
1500,4,P001500,Philips Espresso Machine 1500,Philips Espresso Machine kitchen or home appliance sold in Saudi Arabia,4311.96,Philips,10/7/2024
1501,4,P001501,Philips Steam Iron 1501,Philips Steam Iron kitchen or home appliance sold in Saudi Arabia,5592.6,Philips,10/14/2022
1502,1,P001502,Adidas Football Jersey 1502,Adidas Football Jersey apparel sold in Saudi Arabia,1067.82,Adidas,11/12/2016
1503,2,P001503,IKEA MALM Bed Frame 1503,IKEA MALM Bed Frame furniture sold in Saudi Arabia,8602.86,IKEA,11/6/2025
1504,4,P001504,Sony Pulse 3D Headset 1504,Sony Pulse 3D Headset headphones sold in Saudi Arabia,9669.15,Sony,7/24/2016
1505,2,P001505,Lenovo ThinkPad T14 Laptop 1505,Lenovo ThinkPad T14 Laptop laptop sold in Saudi Arabia,5640.85,Lenovo,3/22/2017
1506,3,P001506,Huawei WiFi AX3 Router 1506,Huawei WiFi AX3 Router networking device sold in Saudi Arabia,10332.49,Huawei,7/6/2016
1507,3,P001507,Panasonic Bread Maker 1507,Panasonic Bread Maker kitchen or home appliance sold in Saudi Arabia,3548.48,Panasonic,10/14/2018
1508,1,P001508,Adidas Shorts 1508,Adidas Shorts apparel sold in Saudi Arabia,8817.73,Adidas,5/23/2023
1509,2,P001509,Xiaomi POCO F6 Pro 1509,Xiaomi POCO F6 Pro smartphone sold in Saudi Arabia,3130.17,Xiaomi,4/28/2022
1510,1,P001510,Sony SRS-XB100 Speaker 1510,Sony SRS-XB100 Speaker audio device sold in Saudi Arabia,7631.79,Sony,3/14/2019
1511,5,P001511,Nike React Infinity Run Shoes 1511,Nike React Infinity Run Shoes footwear sold in Saudi Arabia,9879.73,Nike,9/19/2020
1512,4,P001512,Nike Pegasus 41 Running Shoes 1512,Nike Pegasus 41 Running Shoes footwear sold in Saudi Arabia,8430.85,Nike,5/9/2021
1513,1,P001513,Philips Garment Steamer 1513,Philips Garment Steamer kitchen or home appliance sold in Saudi Arabia,8766.57,Philips,4/13/2019
1514,1,P001514,Canon Charger 1514,Canon Charger computer accessory sold in Saudi Arabia,8265.43,Canon,2/14/2021
1515,2,P001515,Samsung Smart Monitor M8 1515,Samsung Smart Monitor M8 monitor sold in Saudi Arabia,5847.45,Samsung,12/4/2016
1516,5,P001516,Panasonic Blender 1516,Panasonic Blender kitchen or home appliance sold in Saudi Arabia,5267.01,Panasonic,8/25/2024
1517,2,P001517,Huawei Mobile WiFi 1517,Huawei Mobile WiFi networking device sold in Saudi Arabia,9949.85,Huawei,5/27/2018
1518,4,P001518,Philips Vacuum Cleaner 1518,Philips Vacuum Cleaner vacuum cleaner sold in Saudi Arabia,7803.95,Philips,9/10/2020
1519,2,P001519,Xiaomi POCO X6 Pro 1519,Xiaomi POCO X6 Pro smartphone sold in Saudi Arabia,1068.2,Xiaomi,5/23/2025
1520,5,P001520,Sony SRS-XG300 Speaker 1520,Sony SRS-XG300 Speaker audio device sold in Saudi Arabia,928.11,Sony,10/8/2016
1521,4,P001521,Huawei SuperCharge Adapter 1521,Huawei SuperCharge Adapter computer accessory sold in Saudi Arabia,451.35,Huawei,4/15/2017
1522,3,P001522,Dell Latitude 7440 Laptop 1522,Dell Latitude 7440 Laptop laptop sold in Saudi Arabia,9890.43,Dell,8/15/2017
1523,1,P001523,Panasonic Juicer 1523,Panasonic Juicer kitchen or home appliance sold in Saudi Arabia,8051.91,Panasonic,3/3/2023
1524,5,P001524,Dell Precision 5680 Workstation 1524,Dell Precision 5680 Workstation laptop sold in Saudi Arabia,4940.29,Dell,2/13/2023
1525,5,P001525,HP EliteBook 1040 Laptop 1525,HP EliteBook 1040 Laptop laptop sold in Saudi Arabia,8120.72,HP,1/30/2022
1526,3,P001526,Apple Magic Keyboard 1526,Apple Magic Keyboard computer accessory sold in Saudi Arabia,11591.66,Apple,11/15/2020
1527,1,P001527,Xiaomi Pad 1527,Xiaomi Pad tablet sold in Saudi Arabia,5468.53,Xiaomi,1/2/2017
1528,2,P001528,Lenovo ThinkPad E14 Laptop 1528,Lenovo ThinkPad E14 Laptop laptop sold in Saudi Arabia,9307.8,Lenovo,3/1/2024
1529,5,P001529,Apple Magic Mouse 1529,Apple Magic Mouse computer accessory sold in Saudi Arabia,6986.67,Apple,11/29/2018
1530,3,P001530,Nike Metcon 9 Training Shoes 1530,Nike Metcon 9 Training Shoes footwear sold in Saudi Arabia,11046.37,Nike,9/28/2018
1531,1,P001531,LG OLED C4 TV 1531,LG OLED C4 TV television sold in Saudi Arabia,7280.65,LG,2/1/2024
1532,3,P001532,Panasonic Hair Dryer 1532,Panasonic Hair Dryer laundry appliance sold in Saudi Arabia,7952.94,Panasonic,9/5/2023
1533,5,P001533,Adidas Backpack 1533,Adidas Backpack bag sold in Saudi Arabia,6034.82,Adidas,9/5/2016
1534,2,P001534,Apple Magic Trackpad 1534,Apple Magic Trackpad computer accessory sold in Saudi Arabia,8141.74,Apple,2/16/2019
1535,2,P001535,Apple Studio Display 1535,Apple Studio Display monitor sold in Saudi Arabia,9876.19,Apple,2/14/2024
1536,3,P001536,Samsung QLED 4K TV 1536,Samsung QLED 4K TV television sold in Saudi Arabia,4451.68,Samsung,8/2/2024
1537,5,P001537,Sony HT-A5000 Soundbar 1537,Sony HT-A5000 Soundbar audio device sold in Saudi Arabia,5345.66,Sony,8/1/2018
1538,4,P001538,Adidas Duffel Bag 1538,Adidas Duffel Bag bag sold in Saudi Arabia,10502.34,Adidas,9/1/2019
1539,1,P001539,Panasonic Shaver 1539,Panasonic Shaver personal care product sold in Saudi Arabia,9357.93,Panasonic,6/15/2023
1540,5,P001540,Nike Free Run Shoes 1540,Nike Free Run Shoes footwear sold in Saudi Arabia,11939.35,Nike,12/30/2018
1541,5,P001541,Philips Air Purifier 1541,Philips Air Purifier air treatment appliance sold in Saudi Arabia,10231.13,Philips,8/14/2020
1542,5,P001542,HP ProBook 450 Laptop 1542,HP ProBook 450 Laptop laptop sold in Saudi Arabia,8166.56,HP,3/2/2024
1543,2,P001543,Adidas Cap 1543,Adidas Cap sports accessory sold in Saudi Arabia,323.08,Adidas,6/4/2019
1544,5,P001544,Huawei Band 1544,Huawei Band smartwatch sold in Saudi Arabia,8819.04,Huawei,8/4/2021
1545,4,P001545,Adidas Socks Pack 1545,Adidas Socks Pack sports accessory sold in Saudi Arabia,1040.91,Adidas,11/20/2025
1546,5,P001546,Samsung Neo QLED 8K TV 1546,Samsung Neo QLED 8K TV television sold in Saudi Arabia,7376.45,Samsung,1/1/2020
1547,2,P001547,Philips Humidifier 1547,Philips Humidifier air treatment appliance sold in Saudi Arabia,10279.46,Philips,9/15/2017
1548,3,P001548,LG OLED G4 TV 1548,LG OLED G4 TV television sold in Saudi Arabia,3221.24,LG,1/29/2025
1549,3,P001549,Apple USB-C Power Adapter 1549,Apple USB-C Power Adapter computer accessory sold in Saudi Arabia,9279.39,Apple,4/10/2019
1550,1,P001550,Adidas Training Gloves 1550,Adidas Training Gloves sports accessory sold in Saudi Arabia,3110.46,Adidas,4/2/2023
1551,4,P001551,Dell Alienware m16 Laptop 1551,Dell Alienware m16 Laptop laptop sold in Saudi Arabia,1251.56,Dell,5/6/2020
1552,4,P001552,Panasonic Trimmer 1552,Panasonic Trimmer personal care product sold in Saudi Arabia,1251.49,Panasonic,9/15/2019
1553,1,P001553,LG QNED 4K TV 1553,LG QNED 4K TV television sold in Saudi Arabia,6131.55,LG,4/24/2019
1554,3,P001554,Dell Alienware x14 Laptop 1554,Dell Alienware x14 Laptop laptop sold in Saudi Arabia,8787.51,Dell,12/3/2022
1555,3,P001555,Sony HT-S400 Soundbar 1555,Sony HT-S400 Soundbar audio device sold in Saudi Arabia,1725.08,Sony,12/17/2024
1556,1,P001556,Xiaomi Redmi Pad SE 1556,Xiaomi Redmi Pad SE smartphone sold in Saudi Arabia,10547.16,Xiaomi,6/23/2016
1557,4,P001557,Dell G15 Gaming Laptop 1557,Dell G15 Gaming Laptop laptop sold in Saudi Arabia,8304.88,Dell,4/3/2024
1558,2,P001558,Adidas Yoga Mat 1558,Adidas Yoga Mat laptop sold in Saudi Arabia,6181.76,Adidas,2/21/2022
1559,4,P001559,HP Omen 16 Gaming Laptop 1559,HP Omen 16 Gaming Laptop laptop sold in Saudi Arabia,8572.83,HP,3/14/2018
1560,4,P001560,Samsung The Frame TV 1560,Samsung The Frame TV television sold in Saudi Arabia,1451.2,Samsung,9/16/2016
1561,5,P001561,Lenovo ThinkPad P1 Workstation 1561,Lenovo ThinkPad P1 Workstation laptop sold in Saudi Arabia,2844.9,Lenovo,7/13/2024
1562,4,P001562,HP Victus 15 Gaming Laptop 1562,HP Victus 15 Gaming Laptop laptop sold in Saudi Arabia,8587.91,HP,12/13/2019
1563,5,P001563,Dell UltraSharp U2723QE Monitor 1563,Dell UltraSharp U2723QE Monitor monitor sold in Saudi Arabia,7437.77,Dell,8/1/2022
1564,2,P001564,Adidas Slides 1564,Adidas Slides footwear sold in Saudi Arabia,6706.1,Adidas,12/8/2019
1565,1,P001565,Lenovo Yoga Slim 1565,Lenovo Yoga Slim laptop sold in Saudi Arabia,9427.74,Lenovo,12/24/2025
1566,1,P001566,Canon Photo Paper 1566,Canon Photo Paper camera or printer accessory sold in Saudi Arabia,1780.88,Canon,10/31/2017
1567,1,P001567,Xiaomi Mi Band 1567,Xiaomi Mi Band smartwatch sold in Saudi Arabia,1341.05,Xiaomi,3/8/2021
1568,3,P001568,Canon Ink Cartridge 1568,Canon Ink Cartridge camera or printer accessory sold in Saudi Arabia,4205.78,Canon,7/14/2024
1569,3,P001569,Panasonic Iron 1569,Panasonic Iron kitchen or home appliance sold in Saudi Arabia,10114.79,Panasonic,10/11/2023
1570,2,P001570,Xiaomi Watch S3 1570,Xiaomi Watch S3 smartwatch sold in Saudi Arabia,7455.45,Xiaomi,9/5/2016
1571,1,P001571,Sony Memory Card TOUGH 1571,Sony Memory Card TOUGH storage device sold in Saudi Arabia,313.41,Sony,6/18/2024
1572,2,P001572,LG UltraGear 27 Monitor 1572,LG UltraGear 27 Monitor monitor sold in Saudi Arabia,720.72,LG,3/16/2018
1573,3,P001573,Sony Camera Battery 1573,Sony Camera Battery camera sold in Saudi Arabia,8952.68,Sony,2/13/2021
1574,3,P001574,Samsung Bespoke Refrigerator 1574,Samsung Bespoke Refrigerator refrigerator sold in Saudi Arabia,5915.56,Samsung,8/28/2024
1575,1,P001575,Huawei Sound Joy Speaker 1575,Huawei Sound Joy Speaker audio device sold in Saudi Arabia,1085.47,Huawei,4/7/2022
1576,3,P001576,Panasonic Vacuum Cleaner 1576,Panasonic Vacuum Cleaner vacuum cleaner sold in Saudi Arabia,5139.83,Panasonic,9/19/2024
1577,2,P001577,Philips LED Bulb 1577,Philips LED Bulb lighting product sold in Saudi Arabia,6188.84,Philips,12/22/2016
1578,4,P001578,Sony Charger 1578,Sony Charger computer accessory sold in Saudi Arabia,8296.54,Sony,8/9/2019
1579,1,P001579,Samsung Bespoke Microwave 1579,Samsung Bespoke Microwave microwave oven sold in Saudi Arabia,11966.26,Samsung,4/11/2025
1580,5,P001580,Panasonic Air Conditioner 1580,Panasonic Air Conditioner air conditioner sold in Saudi Arabia,3701.67,Panasonic,1/18/2025
1581,2,P001581,Samsung Bespoke Washing Machine 1581,Samsung Bespoke Washing Machine laundry appliance sold in Saudi Arabia,8156.04,Samsung,10/27/2017
1582,4,P001582,Nike Jordan 1 Shoes 1582,Nike Jordan 1 Shoes footwear sold in Saudi Arabia,8456.11,Nike,5/6/2019
1583,5,P001583,Panasonic Refrigerator 1583,Panasonic Refrigerator refrigerator sold in Saudi Arabia,9259.65,Panasonic,7/27/2017
1584,1,P001584,Panasonic Washing Machine 1584,Panasonic Washing Machine laundry appliance sold in Saudi Arabia,7809.34,Panasonic,1/16/2018
1585,2,P001585,Apple MagSafe Charger 1585,Apple MagSafe Charger computer accessory sold in Saudi Arabia,5600.9,Apple,9/20/2016
1586,4,P001586,Philips Hue Starter Kit 1586,Philips Hue Starter Kit lighting product sold in Saudi Arabia,10595.64,Philips,10/21/2021
1587,5,P001587,Nike Jordan 4 Shoes 1587,Nike Jordan 4 Shoes footwear sold in Saudi Arabia,757.54,Nike,8/31/2023
1588,2,P001588,Samsung Bespoke Dryer 1588,Samsung Bespoke Dryer laundry appliance sold in Saudi Arabia,3482.75,Samsung,5/29/2019
1589,1,P001589,Philips Hue Lightstrip 1589,Philips Hue Lightstrip lighting product sold in Saudi Arabia,7799.74,Philips,2/24/2018
1590,4,P001590,Huawei MateView Monitor 1590,Huawei MateView Monitor monitor sold in Saudi Arabia,657.77,Huawei,10/1/2019
1591,4,P001591,Philips Desk Lamp 1591,Philips Desk Lamp furniture sold in Saudi Arabia,1422.79,Philips,5/23/2024
1592,5,P001592,Panasonic Water Dispenser 1592,Panasonic Water Dispenser product sold in Saudi Arabia,4040.07,Panasonic,1/9/2022
1593,2,P001593,Lenovo Yoga 9i Laptop 1593,Lenovo Yoga 9i Laptop laptop sold in Saudi Arabia,8082.06,Lenovo,3/6/2024
1594,2,P001594,Nike Dri-FIT T-Shirt 1594,Nike Dri-FIT T-Shirt apparel sold in Saudi Arabia,9077.74,Nike,4/17/2022
1595,4,P001595,IKEA MALM Chest of Drawers 1595,IKEA MALM Chest of Drawers furniture sold in Saudi Arabia,5061.06,IKEA,11/24/2024
1596,4,P001596,Sony Camera Bag 1596,Sony Camera Bag camera sold in Saudi Arabia,5291.18,Sony,5/17/2022
1597,5,P001597,Canon Toner Cartridge 1597,Canon Toner Cartridge camera or printer accessory sold in Saudi Arabia,9854.68,Canon,12/30/2019
1598,5,P001598,Adidas Sweatshirt 1598,Adidas Sweatshirt apparel sold in Saudi Arabia,3296.19,Adidas,9/6/2020
1599,3,P001599,Panasonic Cordless Phone 1599,Panasonic Cordless Phone product sold in Saudi Arabia,1707.6,Panasonic,5/12/2021
1600,4,P001600,Philips Monitor 1600,Philips Monitor monitor sold in Saudi Arabia,1168.3,Philips,7/18/2020
1601,1,P001601,Nike Sportswear T-Shirt 1601,Nike Sportswear T-Shirt apparel sold in Saudi Arabia,11285.88,Nike,6/26/2025
1602,1,P001602,Samsung Jet Bot Robot Vacuum 1602,Samsung Jet Bot Robot Vacuum vacuum cleaner sold in Saudi Arabia,1388.03,Samsung,4/24/2023
1603,2,P001603,Huawei Vision Smart Screen 1603,Huawei Vision Smart Screen television sold in Saudi Arabia,6759.84,Huawei,3/11/2018
1604,3,P001604,Apple AirTag 1604,Apple AirTag product sold in Saudi Arabia,10432.44,Apple,8/13/2024
1605,2,P001605,Philips Monitor 1605,Philips Monitor monitor sold in Saudi Arabia,3082.74,Philips,4/21/2020
1606,4,P001606,Dell UltraSharp U3223QE Monitor 1606,Dell UltraSharp U3223QE Monitor monitor sold in Saudi Arabia,5150.83,Dell,5/24/2016
1607,3,P001607,Philips Soundbar 1607,Philips Soundbar audio device sold in Saudi Arabia,5033.39,Philips,7/25/2018
1608,3,P001608,HP ZBook Firefly Workstation 1608,HP ZBook Firefly Workstation laptop sold in Saudi Arabia,8024.68,HP,8/24/2024
1609,5,P001609,Canon Lens Hood 1609,Canon Lens Hood camera lens sold in Saudi Arabia,7959.18,Canon,1/20/2023
1610,4,P001610,Nike Club Fleece Hoodie 1610,Nike Club Fleece Hoodie apparel sold in Saudi Arabia,3284.05,Nike,4/4/2019
1611,1,P001611,Nike Tech Fleece Hoodie 1611,Nike Tech Fleece Hoodie apparel sold in Saudi Arabia,11415.22,Nike,8/26/2017
1612,4,P001612,Nike Running Jacket 1612,Nike Running Jacket apparel sold in Saudi Arabia,8164.7,Nike,12/8/2016
1613,4,P001613,Apple iPhone 15 Pro 1613,Apple iPhone 15 Pro smartphone sold in Saudi Arabia,2131.69,Apple,12/5/2017
1614,4,P001614,Xiaomi Redmi Watch 1614,Xiaomi Redmi Watch smartphone sold in Saudi Arabia,3415.78,Xiaomi,5/21/2021
1615,4,P001615,Samsung Powerstick Vacuum Cleaner 1615,Samsung Powerstick Vacuum Cleaner vacuum cleaner sold in Saudi Arabia,5102.29,Samsung,4/9/2023
1616,3,P001616,Xiaomi Buds 5 Pro 1616,Xiaomi Buds 5 Pro wireless earbuds sold in Saudi Arabia,915.71,Xiaomi,3/14/2025
1617,5,P001617,Samsung Portable SSD T7 1617,Samsung Portable SSD T7 storage device sold in Saudi Arabia,11684.18,Samsung,12/3/2020
1618,5,P001618,Nike Windrunner Jacket 1618,Nike Windrunner Jacket apparel sold in Saudi Arabia,7489.39,Nike,6/1/2020
1619,2,P001619,IKEA POÄNG Armchair 1619,IKEA POÄNG Armchair furniture sold in Saudi Arabia,10134.31,IKEA,5/27/2024
1620,5,P001620,Apple iPhone 1620,Apple iPhone smartphone sold in Saudi Arabia,10975.13,Apple,11/27/2022
1621,4,P001621,Canon EOS R5 Camera 1621,Canon EOS R5 Camera camera sold in Saudi Arabia,8178.8,Canon,11/6/2020
1622,4,P001622,HP LaserJet Pro Printer 1622,HP LaserJet Pro Printer printer sold in Saudi Arabia,11702.89,HP,2/24/2026
1623,1,P001623,Panasonic Soundbar 1623,Panasonic Soundbar audio device sold in Saudi Arabia,9201.28,Panasonic,9/5/2025
1624,1,P001624,Dell P2422H Monitor 1624,Dell P2422H Monitor monitor sold in Saudi Arabia,10862.83,Dell,7/8/2022
1625,2,P001625,Samsung Galaxy S24 Ultra 1625,Samsung Galaxy S24 Ultra product sold in Saudi Arabia,10122.05,Samsung,8/5/2017
1626,5,P001626,Nike Training Shorts 1626,Nike Training Shorts apparel sold in Saudi Arabia,5172.69,Nike,2/4/2018
1627,4,P001627,Xiaomi Buds 4 Active 1627,Xiaomi Buds 4 Active wireless earbuds sold in Saudi Arabia,1999.25,Xiaomi,7/15/2017
1628,1,P001628,Canon EOS R6 Mark II Camera 1628,Canon EOS R6 Mark II Camera camera sold in Saudi Arabia,7245.4,Canon,10/20/2019
1629,3,P001629,Panasonic Bluetooth Speaker 1629,Panasonic Bluetooth Speaker audio device sold in Saudi Arabia,352.87,Panasonic,10/28/2024
1630,2,P001630,HP OfficeJet Pro Printer 1630,HP OfficeJet Pro Printer printer sold in Saudi Arabia,11154.52,HP,2/26/2021
1631,1,P001631,HP DeskJet Ink Printer 1631,HP DeskJet Ink Printer printer sold in Saudi Arabia,6313.1,HP,3/8/2018
1632,4,P001632,HP Smart Tank Printer 1632,HP Smart Tank Printer printer sold in Saudi Arabia,11322.55,HP,2/23/2022
1633,4,P001633,Dell S2722QC Monitor 1633,Dell S2722QC Monitor monitor sold in Saudi Arabia,9836.14,Dell,3/3/2019
1634,1,P001634,Adidas Gym Bag 1634,Adidas Gym Bag bag sold in Saudi Arabia,7994.79,Adidas,5/30/2022
1635,1,P001635,Nike Joggers 1635,Nike Joggers apparel sold in Saudi Arabia,1869.43,Nike,4/15/2021
1636,5,P001636,Lenovo IdeaPad Slim 1636,Lenovo IdeaPad Slim laptop sold in Saudi Arabia,10603.95,Lenovo,5/15/2024
1637,3,P001637,Panasonic Camera Battery 1637,Panasonic Camera Battery camera sold in Saudi Arabia,3651.47,Panasonic,11/10/2023
1638,2,P001638,Samsung Galaxy S24 1638,Samsung Galaxy S24 product sold in Saudi Arabia,11383.23,Samsung,12/26/2024
1639,3, P001639 ,Nike Tracksuit 1639,Nike Tracksuit apparel sold in Saudi Arabia,2057.21,Nike,7/5/2016
1640,3,P001640,Adidas Ultraboost Running Shoes 1640,Adidas Ultraboost Running Shoes footwear sold in Saudi Arabia,5326.64,Adidas,11/26/2024
1641,5,P001641,Xiaomi Robot Vacuum S10 1641,Xiaomi Robot Vacuum S10 vacuum cleaner sold in Saudi Arabia,8008.18,Xiaomi,1/14/2023
1642,1,P001642,Dell Thunderbolt Dock WD22TB4 1642,Dell Thunderbolt Dock WD22TB4 computer accessory sold in Saudi Arabia,8114.4,Dell,6/2/2021
1643,3,P001643,Samsung Galaxy S23 FE 1643,Samsung Galaxy S23 FE product sold in Saudi Arabia,8658.11,Samsung,7/13/2025
1644,2,P001644,Adidas Superstar Shoes 1644,Adidas Superstar Shoes footwear sold in Saudi Arabia,8875.04,Adidas,2/24/2025
1645,1,P001645,Canon EOS R8 Camera 1645,Canon EOS R8 Camera camera sold in Saudi Arabia,6900.9,Canon,1/21/2020
1646,4,P001646,Dell USB-C Dock WD19S 1646,Dell USB-C Dock WD19S computer accessory sold in Saudi Arabia,7842.99,Dell,2/15/2019
1647,3,P001647,Apple iPhone 1647,Apple iPhone smartphone sold in Saudi Arabia,11185.04,Apple,2/28/2023
1648,2,P001648,Canon EOS R50 Camera 1648,Canon EOS R50 Camera camera sold in Saudi Arabia,8498.88,Canon,9/15/2017
1649,5,P001649,Nike Football Jersey 1649,Nike Football Jersey apparel sold in Saudi Arabia,8712.2,Nike,2/20/2018
1650,2,P001650,IKEA LACK Coffee Table 1650,IKEA LACK Coffee Table furniture sold in Saudi Arabia,2801.4,IKEA,12/14/2022
1651,4,P001651,Philips Bluetooth Speaker 1651,Philips Bluetooth Speaker audio device sold in Saudi Arabia,3807.61,Philips,10/8/2018
1652,5,P001652,Adidas Stan Smith Shoes 1652,Adidas Stan Smith Shoes footwear sold in Saudi Arabia,270.47,Adidas,11/24/2025
1653,4,P001653,Samsung Galaxy Z Fold6 1653,Samsung Galaxy Z Fold6 product sold in Saudi Arabia,6333.34,Samsung,1/3/2020
1654,2,P001654,Samsung Galaxy Z Flip6 1654,Samsung Galaxy Z Flip6 product sold in Saudi Arabia,5000.88,Samsung,11/7/2018
1655,2,P001655,Dell Pro Wireless Keyboard 1655,Dell Pro Wireless Keyboard computer accessory sold in Saudi Arabia,11547.4,Dell,1/21/2025
1656,1,P001656,Apple iPhone SE 1656,Apple iPhone SE smartphone sold in Saudi Arabia,3932.69,Apple,2/14/2017
1657,4,P001657,Philips Baby Bottle Warmer 1657,Philips Baby Bottle Warmer product sold in Saudi Arabia,6965.77,Philips,11/19/2019
1658,2,P001658,Nike Basketball Jersey 1658,Nike Basketball Jersey apparel sold in Saudi Arabia,9028.94,Nike,3/10/2024
1659,1,P001659,Panasonic Battery Charger 1659,Panasonic Battery Charger computer accessory sold in Saudi Arabia,5939.97,Panasonic,10/30/2020
1660,4,P001660,IKEA LACK Side Table 1660,IKEA LACK Side Table furniture sold in Saudi Arabia,11907.97,IKEA,3/2/2024
1661,2,P001661,Dell Pro Wireless Mouse 1661,Dell Pro Wireless Mouse computer accessory sold in Saudi Arabia,3685.65,Dell,7/23/2018
1662,3,P001662,Dell Premier Rechargeable Mouse 1662,Dell Premier Rechargeable Mouse computer accessory sold in Saudi Arabia,8326.55,dell,8/29/2022
1663,5,P001663,Canon EOS 90D Camera 1663,Canon EOS 90D Camera camera sold in Saudi Arabia,960.96,Canon,1/21/2023
1664,1,P001664,Nike Backpack 1664,Nike Backpack bag sold in Saudi Arabia,1479.23,Nike,2/18/2023
1665,2,P001665,Sony Alpha A7 IV Camera 1665,Sony Alpha A7 IV Camera camera sold in Saudi Arabia,7565.76,Sony,4/25/2025
1666,1,P001666,Adidas Gazelle Shoes 1666,Adidas Gazelle Shoes footwear sold in Saudi Arabia,7674,Adidas,3/7/2020
1667,4,P001667,Apple MacBook Air M3 1667,Apple MacBook Air M3 laptop sold in Saudi Arabia,11160.72,Apple,8/20/2018
