TransactionID,OrderID,PaymentMethodID,PaymentDate,PaidAmount,PaymentStatus,TransactionReferenceNumber
40689,40689,4,7/1/2025,102473.77,Paid,0f68e10d-a835-4231-92e6-c133a741eb48
40690,40690,2,2/25/2026,130206.84,Paid,b8efccb1-8024-480d-b48b-63f1907afbd7
40691,40691,3,2/24/2025,53999.27,Paid,9d30a0c4-ed1f-472c-81af-41daf343f44e
40692,40692,2,4/22/2025,55744.81,Refunded,dbe3d7de-3888-4bb5-870d-c61610d096ec
40693,40693,1,1/22/2025,89963.22,FAILED,525ed76e-8300-4d28-b5e0-72d9dbd2d930
40694,40694,1,1/29/2025,43220.45,Refunded,84ed772c-a231-4589-853f-ffcd03fc3ac6
40695,40695,1,4/16/2025,117133.85,Failed,61e27167-279e-4679-86c5-cd714934afc5
40696,40696,2,8/21/2025,9935.31,paid,b8e299c7-6300-4f36-a663-100cd0fda453
40697,40697,1,5/30/2025,113787.81,FAILED,106f8930-206f-48aa-8184-487a6c60b65a
40698,40698,3,4/13/2025,54273.61,FAILED,8fc57c32-4873-4974-b545-4061a302a1f4
40699,40699,3,11/8/2025,116151.6,Refunded,1c15405d-1396-4135-ade8-34e0fe612766
40700,40700,1,9/11/2025,22700.59,FAILED,e3813d94-22dc-4ebc-a4ba-68f32e74eb2e
40701,40701,1,4/14/2025,47205.82,Refunded,87867842-3933-48e5-bd26-477f519eb68d
40702,40702,3,9/25/2024,35632.47,Failed,371874a2-3941-41aa-b81b-accfe24a2c48
40703,40703,1,5/17/2026,97533.01,Pending,fc04d854-5b10-4ec0-a316-490d5439ab52
40704,40704,1,11/15/2024,53150.65,Failed,f5fbfd4f-6cc3-4c3a-8965-f316d491628c
40705,40705,1,10/19/2024,147243.46,Paid,5fd3730f-505e-4dd8-b7ee-b774d4dbcddf
40706,40706,3,10/30/2024,8295.36,Refunded,bebb0963-2022-401e-8c4c-f200509b5e81
40707,40707,2,4/24/2026,1260.04,Pending,3ef3ed94-2850-4b03-a808-cc9df9c59b67
40708,40708,4,4/17/2025,61622.19,paid,3fd3ec36-1f6e-4b96-a940-eb040cec562e
40709,40709,4,10/1/2024,89395.7,Paid,66591c05-2add-46c4-9a96-cfbbfe56005e
40710,40710,4,9/14/2025,63809.15,Failed,d0e27321-ba82-4134-849d-b178486ee2d4
40711,40711,1,1/28/2026,8501.4,Refunded,9a5e1ec6-0498-4e24-a85b-6ae0e7e8d2b2
40712,40712,1,11/2/2024,102556.01,Failed,b488b96e-f940-4b04-aec5-03d625150ba2
40713,40713,4,12/15/2024,57973.28,Failed,e9124335-4d8a-4f55-a48d-a5e51668fb7e
40714,40714,1,5/23/2024,42093.56,Pending,6cdfddd4-ea53-4146-9c55-905730ec0a14
40715,40715,4,4/30/2025,54840.42,Refunded,c528dd7a-2bbe-4fd1-8499-1d098eed0d01
40716,40716,2,11/29/2025,112685.96,FAILED,53be0981-e407-4392-8345-34be4f7b4c61
40717,40717,4,1/16/2025,183611.97,Failed,06343e04-3d84-46ad-8c29-22ef85899fd6
40718,40718,1,3/21/2025,29380.63,Paid,2e677a35-fd63-42a5-99a3-e5355bf805c6
40719,40719,3,10/3/2024,138455.39,Paid,1033f54d-5932-4305-a763-0b4b4d3845d5
40720,40720,1,3/27/2025,108742.6,FAILED,7188190f-d5c5-4920-b22f-ce8392e282ca
40721,40721,1,7/12/2025,17649.5,Failed,4a5a31de-4183-4544-8b0e-fecdefe82831
40722,40722,3,10/17/2025,8319.27,FAILED,ac7ebda0-e2f0-407d-8562-47fbe44d22fd
40723,40723,3,1/3/2025,10925.7,Paid,1f429d60-d584-44ed-a0fe-b551570337e4
40724,40724,4,2/4/2025,157827.29,paid,49eda9d2-5f70-45a9-ac2e-fc1b2101dcfe
40725,40725,2,10/20/2024,66594.6,Paid,124e1c19-fd36-4683-bbfc-b47132c192ba
40726,40726,1,6/3/2025,130460.63,FAILED,59cd7011-0ca8-4745-a7b8-0b83ad130f45
40727,40727,1,11/27/2024,58362.71,Refunded,76e9e83b-3d4a-41f6-9108-c81e176de0f6
40728,40728,1,10/16/2025,142239.75,Failed,1935c625-016e-4b53-9335-a9ec9d2d27b6
40729,40729,2,10/20/2025,27410.21,Refunded,b67fe93c-4fb8-477d-b5de-4804c4666333
40730,40730,1,2/4/2026,24044.15,Paid,a40233a6-ea31-4f5c-bf94-8172895f3c81
40731,40731,4,12/5/2025,34482.12,paid,736d5cd4-174b-4b85-acd2-af2879347dd8
40732,40732,2,12/28/2025,132152.99,Failed,e1f98799-8da7-4761-8f51-407465e542b5
40733,40733,4,2/26/2025,81281.35,Refunded,15063b52-7a31-4aaf-86ae-c56d6a6114a4
40734,40734,1,5/19/2026,43994.03,FAILED,6f0b9154-ee56-4391-b82b-6d932e622e84
40735,40735,1,3/23/2025,162454.07,FAILED,f990552d-4337-416e-94f2-b26b2934ee5d
40736,40736,4,10/23/2025,62993.86,Refunded,c9010070-4a85-4f31-8140-e2f6e018d1ff
40737,40737,3,6/17/2025,102576.1,paid,be62ce2a-5455-46f7-ad4f-be638fa1d946
40738,40738,4,12/23/2024,30928.43,FAILED,30d71d76-27e8-43c4-a720-7c0cb1c476aa
40739,40739,4,5/7/2026,46506.71,Failed,19d3d678-c56c-4135-b670-3d5798533876
40740,40740,1,10/26/2024,63570.34,Paid,83276d50-8554-48ef-92a8-363c81439976
40741,40741,2,5/12/2026,84119.23,Failed,1594ea7e-c842-4d6c-96ae-2b243c954f08
40742,40742,1,7/2/2025,91775.91,Failed,e9ada0f0-45a8-4745-9b10-950cca7e35e2
40743,40743,2,1/4/2026,79874.76,paid,bedd3a8d-d716-4638-b545-55825726d5d9
40744,40744,2,1/24/2026,86876.96,paid,035a5fb8-1d6b-43a5-89f3-067b7a7c51f8
40745,40745,1,9/27/2024,25488.29,Paid,bd8f582f-4546-48b0-8594-875de3350ab2
40746,40746,1,10/30/2025,7577.46,Refunded,04bfbdd5-0dcb-4775-884f-e89cfe20a366
40747,40747,2,2/4/2026,181859.64,FAILED,a7aae57b-e387-431b-8441-1a019919ed77
40748,40748,2,1/17/2026,140595.86,FAILED,59fc5386-ef91-4cb7-b7a4-5b4b1dd01df6
40749,40749,1,3/10/2025,14520.92,Failed,9f832007-4cb6-489f-9d0f-4658cc2e0313
40750,40750,3,11/7/2024,108841.56,Failed,f4b23445-3fd8-41ad-a9ed-44225f91ec87
40751,40751,1,9/13/2025,74358.17,Refunded,4653ddd7-f95a-4a40-ab9b-4495b05519a3
40752,40752,4,4/29/2025,60329.08,FAILED,f122558d-26d1-4347-86c3-ced8c3813a87
40753,40753,4,9/13/2025,157352.79,Failed,a97fedb2-5753-45a9-90a0-a5aca61223a0
40754,40754,1,10/30/2024,151586.89,Refunded,f4fd744c-6195-4aec-9be8-c2208f4def8d
40755,40755,4,11/22/2024,18434.38,Paid,8fae8c23-afc0-4d6f-af35-7426d843aaf1
40756,40756,3,5/10/2026,25644.61,Pending,e42a13fb-081e-42f6-88de-46c6e2033923
40757,40757,4,8/6/2025,187013.47,FAILED,0ab9e22a-a40b-4688-a4b9-085aabd5f037
40758,40758,2,9/25/2024,751.55,Refunded,104f9e02-c194-497b-bebf-8ae028aed07d
40759,40759,3,7/3/2024,40390.25,paid,8e7eba4e-2396-4f21-9cee-c5976d01f576
40760,40760,4,9/19/2025,5516.64,Pending,23c5b8ed-1cc3-4979-b6a3-41811b2fcd7e
40761,40761,2,11/23/2024,163099.24,paid,a88a6c1e-6249-41f3-b8f8-e418dc03dabc
40762,40762,1,11/3/2025,142688.3,Refunded,348bbd31-fbf5-4140-99e7-97dcbe63892b
40763,40763,2,7/16/2025,76065.31,Refunded,76b8dfda-ab1d-4cc8-a730-5204181629c0
40764,40764,3,10/25/2024,63761.42,Refunded,b8913f9b-5f52-49df-9647-0adbd7b68f0a
40765,40765,4,11/1/2025,147536.96,Failed,f651fc5d-faed-4ebf-ac9e-b42e0861d178
40766,40766,4,12/16/2025,111874.96,Pending,463150fb-e19e-41d3-8c22-a730a0aff8f0
40767,40767,1,8/4/2024,56891.32,Pending,70583b1a-95c3-4ed6-a8ea-899554d5d242
40768,40768,4,5/19/2025,68658.51,Failed,3ce14057-5118-42ad-b719-f6517cf6a0e9
40769,40769,2,5/21/2024,153893.59,Failed,b5936b7d-738e-49a7-bc63-b04d635bb3ed
40770,40770,3,3/9/2025,66572.68,Refunded,c74d9261-a9b2-4052-b6df-46cb931258c0
40771,40771,4,3/30/2026,82924.6,Pending,4c9fb094-5bcc-4746-86a8-8fb054883f12
40772,40772,1,8/24/2024,177152.2,Failed,491bd3ae-59db-4699-8f47-62c6e20a5c12
40773,40773,4,2/18/2026,37638.74,FAILED,cc01df56-25c2-4593-b05d-29e6ed5e9721
40774,40774,1,3/12/2026,99515.09,FAILED,eb11e741-e686-4e07-8594-e6618e90b95c
40775,40775,1,7/24/2024,144143.68,Failed,558fa868-3fa5-4309-8a67-a67cdc43f0fe
40776,40776,2,2/28/2026,107288.48,Refunded,993459d5-b59b-4df8-b1c4-c6e071ce478b
40777,40777,4,3/1/2026,52983.68,Refunded,0b35562f-f25c-4e54-833a-e364fbd65ec4
40778,40778,2,11/2/2024,196598.14,Failed,bfb674bc-efc9-4fbd-b9fa-f3e3306329aa
40779,40779,4,8/14/2024,130719.71,paid,cdd23082-b3f8-4097-842f-ae7da2bfddd5
40780,40780,2,8/22/2024,8683.16,FAILED,348c9b16-1130-4fea-ae7b-ea766f4bde5d
40781,40781,4,2/19/2026,103769.73,Pending,03c38d1a-4165-402c-b59f-3d22913a3dba
40782,40782,2,4/27/2025,85798.37,Failed,9f886fda-bce1-427c-803e-6571721d74f3
40783,40783,4,6/23/2025,53012.06,Failed,de3a0eee-d141-42f4-9ee0-d2425787dd6f
40784,40784,3,11/27/2025,82765.87,FAILED,1719f407-8800-4384-b2cb-e0f4fd726253
40785,40785,1,8/4/2024,59152.82,Pending,065c8307-db49-4bb0-ae9f-e5c65191710e
40786,40786,2,5/8/2026,62549.83,Paid,748e26ee-01aa-4d20-988c-a76e2df6950c
40787,40787,2,4/13/2026,70755.68,Paid,5c92536b-1e29-40d7-92d5-53d82452e6e3
40788,40788,3,3/21/2026,80294.46,Failed,e6f6ab4a-6b6e-4161-8008-374b32a860ae
40789,40789,2,7/13/2025,117115.24,Pending,2c4bdd5f-556d-4262-8297-aeaaa1125ee5
40790,40790,2,1/2/2026,172566.28,Paid,6ac900e4-fb03-4914-8f75-37741efd4c6f
40791,40791,1,10/31/2025,75893.22,Failed,3ab5d413-0702-4170-bdb5-8a86bbdbfac4
40792,40792,1,2/1/2026,6258.54,FAILED,164fd81c-ba2d-4187-8156-48f09984e190
40793,40793,3,4/3/2025,8075.22,Pending,b38cc584-5d28-4c7a-a76a-915ade148655
40794,40794,2,8/16/2024,32305.98,paid,0ebe4965-d9d1-4d84-88de-6a476d77d856
40795,40795,4,11/13/2025,185396.85,Failed,7d91a1da-e017-4292-bdab-8d3c315f1570
40796,40796,3,7/1/2024,67689.12,FAILED,5d4a2f53-a3a0-46bb-9afe-c96e1f398a04
40797,40797,1,3/11/2026,90680.85,Pending,d8ff3a9b-506a-4763-9318-f3a74baa9ac5
40798,40798,4,3/26/2026,84521.4,Failed,5339d1e1-0473-4bd8-b828-b27031531193
40799,40799,1,6/25/2024,32984.85,FAILED,4bdda661-f5d3-4dfc-af28-66122eca76a1
40800,40800,4,11/8/2024,107274.39,Pending,190d6ea7-5d76-4eb6-bc49-4b05e3671fab
40801,40801,4,5/6/2026,67382.67,paid,f3585356-0b88-4c3c-90dd-289bc66447ba
40802,40802,3,2/16/2026,13393.42,Paid,19183dc4-503b-4842-a914-54e4a4a0fba5
40803,40803,2,6/8/2024,103220.92,FAILED,6cd77e76-3a0c-4bdb-b9ee-c867c736fa9b
40804,40804,2,2/26/2026,142123.9,FAILED,770eff13-c5cc-4abb-9f30-e75faee816f9
40805,40805,2,6/4/2025,290577.01,FAILED,6aa13d7e-f6e8-4873-9c35-f4485df8b930
40806,40806,3,10/16/2024,52421.54,FAILED,7ad84661-e78c-4323-b794-cfc4e437ca66
40807,40807,4,1/17/2025,70481.93,Refunded,8ff26bcb-27c2-4b58-b4e3-d05ee32ace7d
40808,40808,2,6/17/2024,80858.05,FAILED,4bb3f836-6f25-481f-8435-eeb3556796e9
40809,40809,1,4/13/2026,101881.75,FAILED,7898c29a-7205-4469-96df-1ccafb2734ff
40810,40810,3,11/20/2025,23684.78,Failed,df051237-377a-43d8-991b-0184aa1acf3f
40811,40811,3,6/17/2024,9634.44,Refunded,6ed85e18-7bca-4615-8c2b-42e4b7295356
40812,40812,2,3/30/2025,9410.35,Pending,06c750c6-a4dc-4eac-80b3-84fd057e5e14
40813,40813,2,12/15/2024,27380.72,Refunded,2e924adf-e9a7-4de6-bf77-3ef7c9d6949f
40814,40814,2,12/25/2024,68223.45,Failed,793aab70-c869-4dad-9fd3-aff65293db99
40815,40815,4,10/10/2024,104617.26,Paid,feb1648b-34a5-4f40-999b-44d4bd25d036
40816,40816,2,6/10/2025,12555.87,FAILED,e0917152-c592-458b-9d32-2045b1a58978
40817,40817,1,1/15/2025,34535.89,Refunded,96a810a3-426c-4fbd-9023-696357519962
40818,40818,2,7/20/2025,65960.65,FAILED,3b2028dc-b7b8-4922-b746-4e4c47bd509d
40819,40819,4,11/30/2025,81612.26,FAILED,d81386c2-8c69-49d3-b90e-5ea4d6441f0c
40820,40820,1,1/3/2026,3683.28,Pending,f8f2dad8-1e6d-4fc1-8188-7192950772b1
40821,40821,1,11/12/2025,86047.19,Paid,1dfd6d45-6ed3-4476-b453-8b27dda9cac5
40822,40822,3,2/7/2026,127187.12,Refunded,50decacf-8035-4561-b9e7-c4a4cdf009ce
40823,40823,2,4/17/2025,45835.96,Failed,387b46b9-7dfc-4ab1-8731-5e52e472817d
40824,40824,3,10/23/2024,6715.19,Pending,bed08a34-1f6a-4b2a-831d-20a1c8b4a33b
40825,40825,3,3/9/2026,116200.2,Refunded,bc3dd8bf-5600-4a9d-b442-5d0661b86e38
40826,40826,1,8/2/2025,72758.62,paid,9029360c-438e-4068-b2a8-175d73bbca63
40827,40827,3,8/31/2025,31304.39,Pending,45aad11c-f829-4b87-8dea-6c0477be5137
40828,40828,3,8/31/2025,12353.65,Paid,56398eb7-1ba8-4d02-b468-0e84c6d4d9ab
40829,40829,3,12/18/2024,23010.85,Paid,0c3d044b-9e94-4e35-8c52-ef73e744dfc7
40830,40830,4,1/20/2026,115952.53,FAILED,39a7d34b-cf59-443d-806f-3f6ea1a87367
40831,40831,3,10/31/2025,211355.63,Pending,02a0d3cd-8f45-4a66-9212-116670b4007b
40832,40832,3,1/16/2026,30458.26,Failed,be48730a-ba5b-460e-8fe8-e5ac7dbba8a1
40833,40833,3,10/11/2025,59604.09,Pending,637069a4-945f-4fb4-a883-85c715675be2
40834,40834,3,11/5/2024,22491.19,Pending,ae027e8a-fa34-4dcb-9a11-c3e89540489d
40835,40835,4,7/26/2024,4140.66,Paid,a27dfc1b-be1c-44be-823d-86d48bd14c9d
40836,40836,4,10/4/2024,59200.54,FAILED,ea18fc86-0669-4d9c-b2f2-fe8e65597acc
40837,40837,4,4/15/2026,11704.47,Paid,d229adb4-2257-4d55-95e4-152395c8a17a
40838,40838,3,1/12/2026,21057.35,Paid,1e9d215e-60c3-44d3-8ecb-c9043ebd7702
40839,40839,2,10/5/2025,101739.62,Refunded,40145671-28a2-438e-8b41-42d744451e4e
40840,40840,1,7/8/2025,97726.6,FAILED,807c7f51-4c17-4c52-b564-956d32649c1e
40841,40841,2,12/17/2025,36682.56,Paid,2f026975-c429-4097-b9b2-a47464c81b11
40842,40842,3,1/13/2025,63191.83,Paid,e65b60cf-6aae-49a4-bdcb-f15ebddfe959
40843,40843,3,2/12/2026,39490.8,Failed,2920b719-d2e7-497d-b9a6-1df2a003e68a
40844,40844,3,7/28/2025,40622.7,FAILED,5e0f7ac0-90de-4335-bea8-842e000932df
40845,40845,4,9/23/2024,2164.46,FAILED,0b23422c-9c21-4a1a-8fed-503858a5fcbb
40846,40846,3,6/5/2025,116607.55,Failed,2e09f94e-1489-428d-963d-829fac5adbc7
40847,40847,1,3/28/2026,123358.88,Failed,df5bae89-1084-4ef9-ab8d-a2904875d9b4
40848,40848,2,3/2/2026,178481.41,FAILED,4fbf6f76-3f3a-42db-b424-de70d0381541
40849,40849,2,7/6/2025,154301.5,Refunded,951f410b-f819-469c-82f7-5c3fbb63a5b9
40850,40850,4,10/9/2024,20443.54,Refunded,69da07da-276b-4222-ad46-1603c38fad8b
40851,40851,1,6/8/2025,109686.22,Failed,f5f1ceec-7115-498c-a10c-0e13b4ef30be
40852,40852,1,7/21/2024,30658.97,Refunded,af35e951-1d62-47a2-9b9c-ba68caf99920
40853,40853,1,10/9/2024,117124.11,Failed,6052459a-865b-43c5-a48b-4ed4aaf236d4
40854,40854,2,1/2/2026,115684.62,Refunded,2d7bbfe1-fa11-47fb-8fa8-63f6fa918547
40855,40855,3,3/16/2025,36685,paid,06102535-a421-4b89-bb89-39d3d47666a0
40856,40856,1,4/7/2026,35612.14,FAILED,7fb81f78-5131-4338-9e0a-410bb08baa16
40857,40857,3,8/14/2025,112843.03,FAILED,3a643a1c-6d58-4f90-bcfd-0afe07f8fbfd
40858,40858,1,10/5/2024,45585.84,Failed,2e20d1d6-e864-47bc-acbd-3bfb3c537c91
40859,40859,3,8/3/2025,8128.55,Refunded,50f609d1-4ddc-44e4-aa4c-fb0b39e5a31e
40860,40860,1,8/3/2025,65049.6,Failed,6b9a6cc9-a7a7-4135-a6a0-14a0cd3de4b6
40861,40861,3,4/4/2026,22199.54,Refunded,192cc12e-b9a5-4318-a7e5-da11ee36712d
40862,40862,3,4/17/2026,127334.7,FAILED,8c2cc6d5-985f-44cb-a0b3-d05823126e7c
40863,40863,3,6/20/2025,67454.19,paid,a10b330d-491b-47f9-acca-f84a2ee30314
40864,40864,1,7/26/2025,52034.85,Pending,1e40b425-d381-4f0c-b438-d7674ddbc52d
40865,40865,1,1/28/2026,24557.15,FAILED,b52032a9-bc56-4c7b-885f-ccb63e6ed319
40866,40866,4,10/5/2024,44686.76,Refunded,b2d69e69-7c2b-461c-a0f2-496dae7ecec8
40867,40867,2,3/21/2025,106240.57,FAILED,724abd4f-d465-47a1-949f-84134488040e
40868,40868,4,5/28/2024,63738.98,paid,a5c13cc4-e362-4c5d-b43e-c7d69994522d
40869,40869,3,3/24/2026,115766.38,Refunded,078ae6be-a49a-401b-b7a6-871f42d2505a
40870,40870,3,7/24/2025,99523.31,Pending,3e2b0b20-0ca4-4b1a-89ad-950b12b77a5e
40871,40871,4,4/15/2026,45884.14,Paid,9f8ef91b-4907-4996-81be-16cb1635003b
40872,40872,4,6/5/2025,79116.48,FAILED,a8fd263a-cfcf-4447-aed0-efeb1d31dabc
40873,40873,4,4/14/2025,72704.87,Refunded,ce498e25-ad0e-4c8d-9e97-0a949633f866
40874,40874,1,11/11/2024,99325.06,Refunded,f723fc46-96d5-4b28-acfa-44c81594ae0e
40875,40875,3,8/15/2024,62284.85,Paid,510c4887-095a-4fe4-8e98-5de51a16d85c
40876,40876,2,6/28/2025,124020.68,Pending,d387586d-ef13-4e5b-991f-33fcde423000
40877,40877,1,8/8/2025,51790.65,paid,e28e2d51-c623-44ae-9d5c-36eaeecdda5b
40878,40878,1,10/1/2024,83072.35,FAILED,423daa81-ae41-4eab-b380-f3fb1fd67f97
40879,40879,4,4/29/2025,78039.34,Paid,2999aa06-d3ab-4a28-be87-cb4e2bf59601
40880,40880,2,1/3/2025,63855.2,FAILED,ece9ede1-5dc7-4bb7-bbd8-1c4bfaab9b20
40881,40881,4,12/27/2025,26779.07,Failed,7107a8e8-84ad-4f51-918c-f5c1b9c3a501
40882,40882,3,2/14/2025,15054.6,paid,b455970c-986f-4048-a7c4-b7dbfde06c6d
40883,40883,3,11/13/2025,130483.59,Failed,96ec2eb3-7636-4a3d-b661-edfa48690c5c
40884,40884,2,5/13/2026,53880.74,Refunded,81c41b32-9a2d-493a-90b3-cc4213f3e795
40885,40885,4,2/3/2025,27413.72,Refunded,ba1a2a85-a402-4389-9053-5c26fb430ce8
40886,40886,4,9/9/2024,144472.94,Failed,e4534b27-0788-4790-8313-7887eef9d32d
40887,40887,2,3/25/2025,212607.56,Failed,f87c5a19-0598-4273-8094-c9e8cfaa5d7a
40888,40888,2,4/19/2025,48514.52,FAILED,c72668f9-a35c-4476-9a2a-9beb16cc1296
40889,40889,3,1/26/2025,135078.05,FAILED,a4733b1f-980b-48c9-977e-a77fffac1b94
40890,40890,4,8/12/2024,109536.42,Failed,4c422d1a-436c-49ae-86e7-fe50339c22bb
40891,40891,2,10/3/2024,45003.36,Paid,871bff9f-ad83-4d2b-a181-545f0e33b349
40892,40892,4,11/17/2024,171686.44,Pending,8711b019-1b72-4109-9046-44ccfea455e5
40893,40893,2,11/13/2024,91884.55,paid,19586154-4ad5-441b-80bc-ffc433c43c7f
40894,40894,3,10/20/2024,126991.01,Pending,245bb4a9-cf0e-43a6-9178-54f4820328eb
40895,40895,3,8/14/2025,109183.02,FAILED,ea35e990-66a4-4dbe-9aa5-7a602c5d82ce
40896,40896,4,1/8/2026,241441.3,paid,68433fab-1fbd-47b6-8dca-7ba4d1cb6f19
40897,40897,4,4/19/2026,33158.89,Paid,3275ff1f-c9b2-495e-a599-88194d6d623e
40898,40898,1,10/21/2025,62960.02,FAILED,dac903ea-dd6a-492b-975d-af4f6ef6533e
40899,40899,1,1/20/2026,88431.74,Pending,6bfe5184-b315-4155-a6f8-67681fe522a1
40900,40900,3,10/31/2025,97847.77,Refunded,8417c784-e234-4545-b484-c31963ce2fb0
40901,40901,4,12/25/2024,102253.06,Pending,98b3ab65-d1d6-4182-b939-c8921bbbac65
40902,40902,4,6/6/2025,123869.75,Failed,a2111f98-db57-4a76-98ed-b0fd7d171626
40903,40903,3,2/12/2025,144621.56,FAILED,a394a257-85c3-4b20-97b0-b5577bbfb570
40904,40904,1,1/10/2026,383.53,FAILED,a1f6421f-5363-4b53-a8d7-2015341b6c8d
40905,40905,4,1/17/2025,82262.83,Pending,a07746c7-f99a-41a5-baf2-4861a84e19f1
40906,40906,2,7/28/2024,60541.59,FAILED,1553b931-3082-4f04-9be5-d923da6af779
40907,40907,3,12/20/2024,103441.48,Refunded,7e037fac-81ec-4d95-91e2-99c17d683765
40908,40908,3,12/27/2025,6031.92,Paid,19f27ed9-ae86-4d47-aa17-5bf3fea461c7
40909,40909,4,1/23/2026,123686.23,Pending,f3dd960f-db93-45d2-8322-50301f17f5e9
40910,40910,1,10/12/2025,25061.83,FAILED,e6ed73a7-2ba6-46c3-b6d5-e44989192083
40911,40911,2,7/24/2024,70564.9,Failed,41296b4b-d628-4eed-bb79-dabf126b9ac9
40912,40912,3,9/22/2024,15682.82,Paid,5c352be4-3966-4cbf-9d46-21334ce49d2a
40913,40913,3,2/15/2025,-100,Paid,a4d36cbb-62d2-4e64-ab36-3ba6b8acd7dd
40914,40914,2,9/1/2025,95152.98,Failed,8110a9a6-cbee-4363-85cf-b6f40512b040
40915,40915,3,12/5/2024,72484.35,FAILED,618b6766-323b-4614-b6bf-150baa895edb
40916,40916,4,10/18/2025,134670.85,Failed,1cb3e35c-d9cd-41d9-be86-63b3fdd9a948
40917,40917,1,2/19/2025,98081.55,FAILED,76ad9d27-9942-413f-bc40-77988e28300a
40918,40918,4,1/25/2026,9675.7,Failed,8e913c0d-1130-465c-a133-2d900c60c876
40919,40919,1,6/12/2024,6626.23,Paid,bf7a8ad1-9690-48b2-9aa9-3ba40a7e9e7a
40920,40920,4,10/2/2024,51324.72,Failed,dc147555-2ae7-4efa-86eb-532559b4a880
40921,40921,4,12/8/2024,79159.13,Pending,91d7cdc3-fcf3-42dc-97ed-4c360c2894ae
40922,40922,3,10/24/2025,199802.68,Refunded,a55d7e22-1f99-4e9c-90c1-cfc75f630b64
40923,40923,1,10/25/2024,92847.99,FAILED,3ae87c1f-cd57-4e2d-9fe4-28d0066f9600
40924,40924,2,10/2/2025,4498.11,Paid,081dcc51-09b1-4a22-a8f3-e1514942b478
40925,40925,4,4/7/2026,110553.42,FAILED,4a200862-3cc9-46b0-bed4-17b56a81cd0d
40926,40926,3,8/19/2024,26383.14,FAILED,1e6b3efc-a04a-40ec-b823-f00773ed1b91
40927,40927,1,1/1/2026,130625.76,Refunded,48d7b11a-37d2-4c7a-a2c1-dfaf60d02f63
40928,40928,3,4/19/2026,198913.65,Refunded,58873e41-6296-4612-b88a-8bfce2d30a27
40929,40929,4,4/3/2025,56434.94,Refunded,44930cb1-74a8-44fd-ac88-fe0c043c262c
40930,40930,1,10/24/2024,100709.77,paid,7a4ada47-36e8-490b-a80e-8158b3a595b8
40931,40931,1,8/26/2024,30146.79,Pending,1be476d4-caba-46f8-adab-3ed32b01fdcb
40932,40932,4,9/6/2024,81901.38,Pending,95e62069-aa0e-4e5e-b85a-891c39909488
40933,40933,3,1/22/2025,59760.44,paid,7e726e6e-fafa-472a-aa8a-37fdb2220ce0
40934,40934,2,1/6/2025,24800.71,Refunded,26d29b2e-97ed-410c-ad81-188b6f9a261f
40935,40935,3,7/8/2025,130049.34,Paid,93811460-1cae-4900-9548-0cb5c9ab377a
40936,40936,1,3/7/2026,1987.37,Paid,4964ae62-9f6c-4447-82e5-c75cb5459ab2
40937,40937,3,9/21/2024,115464.86,Refunded,2e6e0ddf-5f98-4a25-8998-7aa41d3d4a4e
40938,40938,3,3/13/2025,118783.94,Pending,e76fe6e0-0ec2-4a63-b4e7-ec23f880dae7
40939,40939,2,8/4/2024,47823.57,Refunded,8c7fdfc0-5bc7-4fc9-ab79-3f8f3cf0b802
40940,40940,3,1/2/2026,36065.09,Paid,e6b221d8-a393-4849-b87f-b79aafaf7e10
40941,40941,4,5/2/2026,1351.18,paid,f30b73fd-52de-4cb3-a657-9e3b93e76a45
40942,40942,1,12/19/2025,33875.35,Failed,bb247fd7-6560-43fb-b435-711fe6473543
40943,40943,2,11/24/2024,97142,Failed,48899a6d-11bd-4e53-93a8-ad27a5e4edca
40944,40944,3,8/28/2024,118118.82,paid,300ce503-e21a-4c0b-a755-54cf1570bd7f
40945,40945,1,6/29/2024,51805.3,Failed,a65e7f43-f4c0-42c4-8ab5-58c6d483651a
40946,40946,3,5/10/2026,34728.03,Failed,22caaa56-4d02-46a2-a808-b2e9864c5bf6
40947,40947,4,6/13/2025,5948.84,Refunded,d5811e1d-12a8-4b8e-b2c0-e945d152dcdd
40948,40948,3,2/1/2026,92010.16,Paid,dd56e1f1-a067-4db8-9e47-70f5ce2503cb
40949,40949,3,6/3/2025,188383.59,paid,979f7edf-5b76-4415-814f-ab139feed7f1
40950,40950,1,9/15/2025,91552.7,Pending,d44b36d5-b775-432f-bd5d-2e4e28a7204e
40951,40951,2,6/1/2025,126581.36,Refunded,a3a9e8f8-5258-41bb-9be9-143f919f2649
40952,40952,3,8/31/2025,8633.67,Paid,dd2731d5-edb3-4da3-bb94-92970bdc07f8
40953,40953,2,12/14/2024,27354.51,Refunded,89d0bce4-f61b-4652-b8f9-8f434125d421
40954,40954,2,2/6/2026,108460.09,paid,21224501-9d39-4c37-9590-b4e691be2f08
40955,40955,4,5/20/2026,171597.72,paid,d48c1f9e-43e2-42d2-b431-a32483ac997a
40956,40956,4,9/21/2025,70129.03,Pending,b05ddaea-8c56-4d97-98d6-762e2c315a28
40957,40957,4,1/10/2026,38564.44,Pending,cd891f92-7c40-4d6c-a184-0443543a707c
40958,40958,3,4/6/2026,107196.86,FAILED,099b6540-00d2-4c35-b1e2-e9dbca5892a2
40959,40959,1,9/23/2025,84755.91,Failed,1f19c5be-b432-417a-abeb-49b7cb57d6ab
